id,date,overall_rating,pros,cons,sounds_like_hr
empReview_31447113,"Jan 22, 2020",1.0,"It has free breakfast on a Sunday (since been changed to the cheapest bread 
/cereal/coffee money can buy) 

Bonus twice a year (joke, this got scrapped immediately without any prior conversations) 

Increment once a year based on performance (joke, no-ones performance is monitored or cared about so all increment s have been ‘frozen’)

The metros close (for when you escape and run home crying) 

The people still here are incredible (slowly being replaced by people coming in the back door with no relevant experience )","To be honest it’s still a great company with some high expectations -no problem there but the man who implements these has ZERO skills in doing so. 

His arrogance and ego get in the way of making any smart business decisions. 
He’s out of his depth as a CEO and manager and his bullying tactics with the strongest members of company (mainly women) suggest he has some deep rooted problems. He should NOT be in charge of a team of dogs let alone talented, caring and work hard people.",0
empReview_29436805,"Sep 25, 2019",3.0,"Used to be a great place for learning and development.
Chilled work atmosphere.
No dress code policy. 
Good people. Good vibes (used to be). 
Employee Engagement activities. 
It was a great company until Hosam was the CEO. 
More benefits with Company associated F&B outlets.","False promises of growth and support in the team. 
Lack of understanding and support from management. 
Due to delayed approvals/no approvals on projects there is a direct impact on employee KPI's. They make the employee feel they are not capable enough to implement or deliver. Whereas it is the mgmt that cannot take the best decisions. 
Not sure what the current CEO's vision is. 
Favoritism in teams (some people actually translate it into racism).
Rather than spending on activities like lipstick day/ice-cream/food/valentines/Halloween etc. they should spend on systems to automate processes. It is an e-commerce firm!
The list can go on but these are main concerning points for employee and company welfare. 
Lot of negativity in the workplace lately.",0
empReview_61407053,"Mar 18, 2022",3.0,"Great place to work
Nice and open environment
Flexible timings
Good work colleagues","No recognition from the management
No promotions
Less benifits
Multitasking",0
empReview_60082299,"Feb 21, 2022",4.0,culture of company is very heartwarming and people here are really helpful and nice.,career growth for this role is a bit hazy,0
empReview_29592917,"Oct 3, 2019",1.0,"Great office, great coffee, great brand and industry recognition. Metro and major highways nearby, so makes it easy to reach. Fruit everyday, Breakfast on Sundays. Thursdays used to end at 3pm. Great employer pre-acquisition - challenging work, and equal reward.","Post acquisition, the culture was turned upside down as a means to match the acquirer's culture, and to drive profit. Every single item is micro managed, and trickles down the ranks blatantly.

Most people don't realize, it all starts from the chairman and the ""strategy"" director at the company, they are the root cause. They have zero understanding of the business, and enough ego to not realize it. They don't promote internally because they want new people who do their bidding in all positions. They love taking the credit, and ensure they have a scapegoat ready, if needed. The new CEO is just a puppet, blindly following orders.

Compensation is lower than market, bonuses were cut, plans change weekly,  and bottom-up management is now the norm (looking at you CFO). Most of the senior management has left, or are looking around, as are most employees.",0
empReview_39460831,"Dec 14, 2020",1.0,Salary on time & parent company benefits,Not applicable & No Job description,0
empReview_29420133,"Sep 24, 2019",1.0,"Free coffee, Sunday breakfast, 3pm finishes (which were once a benefit and are now frowned upon) and the fantastic friends we have all made at company.","We miss “The old company”

Going back to last year, it was a fantastic place to work. Hosam was a respected CEO with an open door policy. He appreciated ideas and opinions from everyone, no matter what role they were in. Unfortunately this changed when parent company acquired company...

The company culture we were once proud of has been lost. The current atmosphere in the office is frosty, de-motivating and communication is at an all time low. Issues, questions and concerns have been raised to management in a recent “all hands business meeting” however these were avoided by our new CEO which left everyone speechless and even more de-motivated. He avoided key concerns and told everyone they would needed to write their own KPI’s and that a company wide bonus will be “looked into” for 2020, as well as answering a question on company culture and staff turnover with figures and an off topic answer on customer journey. 

Further to this our new CEO has a closed door policy at all times... you will find him in his glass office, disinterested in what everyone else is working on. He isn’t visible within the business, doesn’t like to be challenged and currently isn’t leading and inspiring the company staff. The top line management team also gives off the impression that they don’t know what’s going on which is adding to the demotivating atmosphere within the office. 

In light of the above, HR/Management need to implement some quick fixes to improve communication and bring back the company culture we all once loved before we loose any more key talented people! 

The following also needs to be reviewed ASAP: Company wide bonus - sooner than 2021 payout, Incentives and rewards - bring back thank you pizzas, company credit, etc, 
KPIs - without these what are we basing bonus and promotions on?  Low salaries - HR were working on a benchmarking project 6+ months ago yet nothing has been discussed since,  1 Flight per year - this has been in discussion for over 2 years now, company credit on your birthday - parent company employees get this yet company staff don’t? Also we need Effective training programmes introduced.",0
empReview_29651350,"Oct 6, 2019",1.0,Good company to have on your CV. Work Culture used to be good. Free Sunday Breakfast and fruits.,The new management clearly lacks vision. Too much hierarchy and no transparency. Most of the top management staff is temporary or on contractual basis having no far-sighted vision. Absolutely no tools for B&M to perform. All systems are broken and the people who created them are long gone. No appreciation or encouragement for hard working employees. Everyone here is either interviewing somewhere or looking for a job. Decisions of the management change with a drop of a hat leaving all mid management and entry level employees confused. There is too much inequality among team members and division of work. The entry level staff and mid level staff is highly demotivated. The new CEO is never visible. Never addresses the employees in All Hands. Lacks attention as kept fidgeting with balloons while the other members of the leadership team were addressing company employees in a recent All Hands meeting. Wrong team leaders appointed to lead really strong teams. New management really looks down at old management and blames them for everything.  People from top management argue amongst themselves while addressing juniors. Salaries are not in line with industry standards.KPI's are not in line with R&R's.Need to beg for bonus.,0
empReview_20211610,"Apr 18, 2018",5.0,"Beautiful company, people and founders with the most creative and open minded team in the Middle East. Fantastic if you are an expat that wants to relocate, you will be taken care of from A to Z.","The open plan, non corporate business set up is not for everyone so this could be a ""con"" for some and heaven for others.",1
empReview_14209574,"Mar 16, 2017",1.0,"-Great Work Environment , colleagues are friendly and the atmosphere is casual you can dress whatever you want . It feels like working with a group of friends .","-Salary is low , your salary can increase from 25%-50% on average if you move to ""Any"" other E-commerce , More than 20 of the best  Employees moved to the competition already in 2016 alone., i don't want to mention over time rates , it's a joke .

- There's No Reward system , people who work harder are the same as people who are just getting by . they have something called rock star of the month you basically get colored certificate and couple of movie tickets that's it , so you get excitied after getting it for the first time only , if you get it again it's like ""OK"" thanks ^^ .

-There is this weird situation where some of the employees have company visa ,and others have visa on outsource company , so you get this situation where you have colleague sitting next to you have better salary , policies etc .

-They are very Cheap if anything not working properly like your chair , keyboard , mouse or your 3 years old Laptop breaks forget about replacement or getting things fixed properly , you are stuck with it .

-Lastly for the lower level managers , they are friendly people , but if something is wrong with Processes being followed , they usually don't bother to report it and tell you just to deal with it , they will only take action when things explode and reach higher management ,",0
empReview_13191291,"Jan 4, 2017",1.0,"Flexible hours , colourful office, no dress code","Racists higher management , discrimination based on ethinicity , rude staff , very unprofessional , long hours , cuts pay for even 10 mins delay , no leaves allowed even in case of emergency , staff has no knowledege of work and keeps delegating , senior staff mixed personal and professional life . The dress code of the company is a bit too casual , Hr has no knoweedge of hr duties .",0
empReview_15093645,"May 17, 2017",4.0,"the management knows how to appreciate the work of the people who deserves it,
working is enjoyable and at the same time a learning experience,","sometimes, there are misunderstanding but it's normal just like in a family.",1
empReview_25329650,"Mar 25, 2019",5.0,"The workplace culture is great, there is a lot of time spent making sure peoples day to day experience is the best it can be by providing snacks etc. Fast paced and dynamic, so you get the sense that the company grows along with your career. Bigger and better. Overall great",Just gotta keep up the same feel in here.,1
empReview_54196038,"Oct 19, 2021",5.0,"- Amazing work environment.
-Trustworthy colleagues and managers.
-Learning curve
-appreciation.
- Flexible working environment","- Salary is way much lower than the Avg of benchmark in the market.
 - Too much load of work specially during offers/ Seasonality however the work environment make you motivated to keep working.
- No promotions",0
empReview_26204864,"May 18, 2019",3.0,It used to be a great working environment. There are some leftovers from those days have remained,"Veteran management has completely lost the wheel, trying to look good in back mirror",0
empReview_21286221,"Jul 1, 2018",5.0,Wonderful sense of togetherness; driven workforce; each day brings new and exciting challenges; great work / life balance.,"Expanding rapidly, so some people may feel a little lost with all the changes - but it will all come together with the right attitude.",1
empReview_18824851,"Jan 20, 2018",5.0,Healthy environment and change to grow,Nothing bad I ever noticed in this company,1
empReview_25037174,"Mar 6, 2019",5.0,"Great people.
Great environment.
Very supportive.
Family.
Second home.",Employee discount could be higher.,1
empReview_36567988,"Sep 30, 2020",3.0,Got the chance to meet great people,Limited growth opportunity and mismanagement,0
empReview_48718651,"Jun 22, 2021",3.0,"5 days good management, given walk in interview","less salary, hard interview process",0
empReview_39213238,"Dec 8, 2020",5.0,Great company to work in,Benefits are not great but its okay,1
empReview_23465314,"Nov 18, 2018",3.0,Multi Cultural and good experience.,"Limited Growth, management not the best",0
empReview_55365560,"Nov 15, 2021",4.0,Good Good Good Good Good,Fair Fair Fair Fair Fair,1
empReview_25582276,"Apr 9, 2019",2.0,Good work culture and teamwork,Not enough opportunities to grow,0
empReview_54404223,"Oct 24, 2021",1.0,"1.Colleagues are good and friendly, but its really hard to get help as they are super busy.","1.Immature higher management.
2.You can get fired anytime no job security.",0
empReview_41321460,"Jan 24, 2021",1.0,Flexible working style and dress code,Racism and no inclusion of non Indian employees.,0
empReview_85599777,"Mar 22, 2024",4.0,"culture, working hours, environment, people","salary, benefits, clear growth plan",0
empReview_85468312,"Mar 19, 2024",3.0,"Breakfast, coffee, snacks for free",Long working hours and macro management,0
empReview_84290025,"Feb 12, 2024",2.0,"Flexible working structure and hours
On-time salary
Good employee discount","Lack of talent
Poor work-load distribution
Too many decision makers",0
empReview_84221906,"Feb 9, 2024",3.0,It was good environment and nice people to work with,no stability - management keep changing,0
empReview_83681317,"Jan 24, 2024",4.0,The challenge towards achieving the best,I don't know because I worked for a short time,0
empReview_82925782,"Dec 29, 2023",5.0,"International exposure, supportive team, great learning experience","Less work life balance, less staff available",0
empReview_82940033,"Dec 31, 2023",1.0,Great mid-level to work with as they shared the same pain.,"Inefficient & inhumane Management
Lack of leadership and decision making capabilities
Egoistic approach towards employees",0
empReview_78136017,"Jul 11, 2023",2.0,"2 stars as it used to be such a good company full of amazing, talented people with a real passion for their work and industry. Honestly one of the best places where you could learn a lot about fashion retail, e-comm and the region. Flexible working, treated people like adults, sociable place to be. Staff discount is great although I would not be surprised if this goes soon. Only reason now to join this company would be as a stepping stone to UAE/GCC and find something better with more job security while you're here.","Now, where to begin...No job security whatsoever since the parent company takeover. Everyone so miserable and worried and scared to speak up. Every week, you would notice someone else has disappeared without warning. Entire teams have disappeared practically overnight. They got rid of almost every HOD with no time for any handover. Before the takeover, there was no CEO for 18 months so the previous Head of Finance tried to dictate how to run the company like something from a bad nightmare despite having no business knowledge, management skills or people skills, hiring his friends, promising everyone that no one would lose jobs after the takeover - before he jumped ship. New parent company management its like children playing a game with the company. It seems like every decision is made based on cost or ego. If your job can be done be someone cheaper, they will probably terminate you. If you are too good at your job and they feel threatened, they will probably terminate you. HR from parent company are hopeless. They just want cheap people who will nod their heads at whatever they suggest and be quiet. Totally different to how it used to be where you felt really valued. Almost all of the companys now from the same country, absolutely no diversity anymore. Big shame watching such a great company go this way. Everyone either leaving or being pushed.",0
empReview_79822748,"Sep 6, 2023",1.0,"Used to be one of the best places to work for- strategies were in places, the ways to achieve them were being worked on and now we have none. With a management team of people who dont truly understand what it means to be a leader","Alot of unhappy people at company- this was address by the ceo of parent company multiple occasions but most recently at our first day in the new office. A great welcome into the new office right.. we were told that our access cards work both ways- if you are unhappy just leave. “We dont care for your happiness, you are adults” There was a resignation offer too- for people whoever were unhappy they were told they can resign and they need not come into the office from the next day. And they will be paid for additional 6 weeks of salary, effective immediately. CEO further added to this stating “I am so petty, i will personally even send you company newsletter updates after you have resigned” Yes indeed, you are right about being petty. And yes, a couple of people did take this offer and are no longer part of company anymore. Well, this is just the beginning. Welcome to boarding school.",0
empReview_82078070,"Nov 25, 2023",5.0,It's good environment to work.,Few changes happening after parent company aquires,0
empReview_81308700,"Oct 26, 2023",5.0,- Flexible work hours - Positive work/life balance - Small teams,- On call schedule can become hectic sometimes,1
empReview_76790482,"May 25, 2023",1.0,"Mass termination, nobody knows who’s the boss, since parent company acquisition happened it’s a miss, suddenly you will come to work and you don’t see your colleague, then you get to know that they have fired him, hiring process do not exist, and if it happens they hire 1 nationality only . No growth at all, the CFO before he resigned he hired his relatives and promoted his friends","Too late for this, there is nothing can make this place better anymore",0
empReview_79362180,"Aug 22, 2023",3.0,Good Work Life Balance Good for learning,"Job security could be at Risk as the company undergoing a merger
No Appraisal cycles",0
empReview_79538665,"Aug 28, 2023",1.0,Healthcare is decent enough That's all,"Don't know where to start Working here makes people crazy Demotivated, abused, taken advantage of No promotions No bonus Don't do it XXX",0
empReview_77237531,"Jun 9, 2023",3.0,better than others as a company,no job security for now,0
empReview_75553123,"Apr 17, 2023",3.0,"Work timings, culture, office decor","Lack of growth opportunities, lack of management direction, lack of any financial investment in the company's growth",0
empReview_74793959,"Mar 22, 2023",3.0,"- startup like, fast paced and fun - huddles, event celebrations, sunday breakfast - ambitious",- lost its identity - vision is unclear,0
empReview_76740266,"May 24, 2023",2.0,food is provided in the office,no bonus is given to us,0
empReview_76243429,"May 9, 2023",4.0,Joining company is a pros,none. adding some benefits for employees would be nice,0
empReview_76119412,"May 4, 2023",4.0,"Great working environment, good people, flexible hours",Nothing major to mention here,0
empReview_19553088,"Mar 6, 2018",2.0,"Nice benifits - early finishes on Thursdays, good health care and fun social events","Poor skill development and career progression, terrible HR management, bullying",0
empReview_20396606,"May 2, 2018",5.0,"good culture, growing, healthy, friendly","a lot of work, nationalized, groups,",0
empReview_17416599,"Oct 18, 2017",4.0,"Company's values, attitude, events, flexibility and lovely atmosphere!","Employee growth and training, a bit of communication gaps",0
empReview_28035149,"Jul 15, 2019",5.0,"Learning & development 
Culture 
Pioneering in your department","Pay & appreciation
politics 
Long working hours",0
empReview_18263658,"Dec 8, 2017",5.0,"Great management team, Great location, Best culture",No Cons at all. Period.,0
empReview_48718692,"Jun 22, 2021",5.0,"autonomy, nice colleagues, business running at scale",lack of incentives and growth in career,0
empReview_28508586,"Aug 8, 2019",2.0,there are good helpful colleagues,they have very low salary,0
empReview_40008579,"Jan 2, 2021",3.0,Good work environment & multi cultured workforce,No growth since a while now,0
empReview_32492029,"Mar 25, 2020",4.0,Nice company to work for.,"Not much, just the usual where some people will create issues.",0
empReview_13373988,"Jan 18, 2017",3.0,"Great culture, great people it's like a family","too much of a startup, no control over anything",0
empReview_10915204,"Jun 14, 2016",5.0,"Fun environment, expert people, leading company",I don't have any significant downsides that need to be mentioned here,1
empReview_15402409,"Jun 9, 2017",4.0,"Great Work Atmosphere,Facilities & you can learn a lot.",Company is great but the only con is the less career opportunities.,0
empReview_20394317,"May 1, 2018",4.0,"Amazing people
Team building activities
Stimulating work, challenging environment
Opportunity for growth
Office location
Early leave on Thursdays","Office not in the best shape (but should be renovated soon)
Salaries slightly below average",1
empReview_17641244,"Oct 30, 2017",4.0,"Love the overall culture of the Company - fresh, positive atmosphere and creative!",Communication gaps and issues are not handled professionally in the department.,0
empReview_32421151,"Mar 19, 2020",3.0,"Flexibiltiy
Freedom
More than average pay for juniors
Learning","No growth
No increment
Racism
Management does not respond",0
empReview_36535044,"Sep 30, 2020",5.0,Strong and dynamic team. Fast growth of e-commerce in the region.,"Sometimes have to work long hours, but this depends on how you manage your time",1
empReview_56042143,"Nov 30, 2021",4.0,The environment and the culture was great. Very technically oriented.,Bought by parent company and since then the company suffered a degradation.,0
empReview_39822621,"Dec 26, 2020",5.0,there is lot of opportunity in success in life.,Join if you get chance,1
empReview_29581911,"Oct 2, 2019",1.0,Used to be amazing place before acquisition and with previous CEO,"New CEO is the opinionated ,never listens to others, doesn't regard companies values. No team motivation. No clear vision.",0
empReview_25342792,"Mar 25, 2019",4.0,"- Open culture
- Humble management
- Always open to feedback",- less freedom of choice when it comes to business,1
empReview_21501045,"Jul 16, 2018",4.0,"Experienced, always learning, dynamic and proactive team
Flat structure environment
Always open to feedbacks
Personal Development","Little or no autonomy when it comes to picking tools. Basically you mainly have to just go with the flow. 

A tiny little  bit of micro management, actually negligible but it still exist. IMO not a big deal",1
empReview_46304490,"Apr 30, 2021",2.0,"Young crowd
Online Business
Brand Name
Discounts
Cost cutting by moving work to the sub continent","Worst- (Not being a racist here but) sub-continent management with very sub standard ways of working, outlook and management style. 
No vision or clarity for top management 
No growth
Office politics",0
empReview_53593787,"Oct 6, 2021",4.0,"- Continuous work growth and chance to show your capabilities;
- Great work culture (atleast in the initial days);
- Process Oriented and teamwork based.",- Lower compensation for some employees,0
empReview_29661740,"Oct 7, 2019",1.0,"Clean office, few old employee's are still good.
Good Sunday breakfast, free fruits","The new management is simply terrible. All new people post acquisition are frustrating.
All of senior management is terrible now.
All old people are looking for new job.
The new CEO is terrible and adds spice to the CFO's bad culture",0
empReview_35160187,"Aug 21, 2020",4.0,"Excellent work environment,Team work,Good management","No growth for employees,many are working on same position since years and barely got any appraisals",0
empReview_12777219,"Nov 24, 2016",4.0,"- Flexible working hours
- Flat structure
- Move fast
- Great team /small teams
- Friendly and helpful colleagues, founders and managers","- A bit too cheap (but that's part of the lean culture, so I guess that's fine)",1
empReview_34386934,"Jul 22, 2020",1.0,-Good people in the lower to middle management,"-You will be expected to work long hours leaving on your contractual hours 
-A culture of negativity and fear has been cultivated
-people are leaving and not being replaced 
-getting interns to do full time roles with no pay",0
empReview_11380551,"Jul 28, 2016",5.0,"World class Technology 
Great talented people 
Competitive environment 
Work-Life balance","Awesome with no regrets, can focus more on employee's personal growth",1
empReview_14446792,"Apr 1, 2017",3.0,"Very loving and down to earth leaders (MD)
Flexibility and Autonomy
Room for creativity and career advancement","Bad  Top-bottom management
Poor compensation scheme",0
empReview_1765404,"Jul 24, 2012",4.0,"Time management and working hours appropriate, no pressure at work, smart and professional seniors around. On time salary, fast response from HR dept on any documents required.",Good opportunity offered and security.,1
empReview_56299839,"Dec 6, 2021",3.0,"Team: my colleagues very helpful and genuine
good company discount
i had a great learning curve in my earlier years","No diversity in hiring
They just want to hire cheap, on very low pay
The new management team are pretty much are all from the same place, there is no diversity in their thought.
Toxic environment",0
empReview_88080039,"Jun 9, 2024",1.0,"There are some free snacks every day for breakfast, this is as good as it gets.","The whole company went downhill after the parent company takeover last year. parent company have totally destroyed the company, it has been sad to watch. Everybody was either pushed or jumped ship. One day they actually called the whole company together and offered 6 weeks pay on top of notice period to leave and not come back. They got rid of all the Heads of Function and brought in parent company replacements to make sure that there was no one we could go and talk to for advice or concerns. Now the company has a really poor reputation in the market, as they don't respect brands or market practice, it's all parent company principles now. And even the delivery times are slow since they brought this function inhouse, which used to be the main selling point. The parent company CEO doesn't have the slightest bit of business acumen, HR ""people director"" is beyond useless again another example of promoting someone with no qualifications or meaningful experience, who will nod their heads and contribute very little. The management they brought in to company are hopeless and just out for themselves. Staff discount isn't as good as it was and to be honest this was the main benefit of working there. The few of us that are still left, we hoped things would settle down, but they didn't. We are all just trying to leave and find something better.",0
empReview_89575428,"Jul 29, 2024",5.0,"- Great learning opportunity as the company is getting re-built 
- Flexibility in working hours as long as the work is done
- Strong leadership team with a lot to learn from","- In peak periods like ramadan and black November it can be intense 
- Given that the company is going through transformation, there can be some uncertainties and changes in direction",1
empReview_90041054,"Aug 13, 2024",3.0,Young work environment. Fashion based e-commerce company,Stressful work environment. Taking Leave is next to impossible..,0
empReview_89127360,"Jul 14, 2024",1.0,No pros left after parent company took charge. They stopped all benefits & killed company,"Now , where to begin. i gave company 1 star because there is no option to give negative ratings. It used to be great before parent company came and spoilt everything. All the benefits like Annual Bonus , free snacks , free coffee , free breakfast , flexible working hours , work from home , maternity bonus allowance. everything was taken away.. they started charging for all these now , even parking will be deducted from your salary. they downgraded our medical insurance to save money. they gave 2% to 5% increments only after 2 years. and some employees did not get anything.
Management team is incapable to run a business , in 18 months since parent company took over , 6 leaders changed for company. its like playing musical chair. Nobody knows who runs company currently. not even the employees who are working there . every month some random person from parent company will take their laptop and come and start working for company. No announcements are made even for major structural changes.. like if a new GM has joined & old GM was fired. You will not even know. the old GM will suddenly vanish one fine morning . they will not even give you chance for a proper sendoff. Employees are supposed to guess who is doing what . No communication with the team . suddenly some random posters will comeup in office with some crazy targets. without knowing the ground reality & no one from the team who is actually supposed to achieve these targets will have any idea on what these are or how to achieve these as they were not even consulted before setting these targets. The management has so much EGO , they are arrogant , Egotistical , Disrespectful & promote toxic work culture, The parent company CEO promotes a work culture where he praises a person who was replying to emails from the labor room while giving birth . in second example he praises a guy working at 4 am in the morning with his new born son on his lap on the day his son was born. !! how on earth is this a good thing ? you are certainly out of your mind if you create an environment , where employees are forced to work on these conditions. imagine the fear they have created that if you dont work like this you will be fired. would you like to work for a company or leader who promotes this kind of toxic work culture ? They think that all company employees are idiots ,they dont know how to do their jobs and should be fired. These are the exact words which were used by the parent company CEO on the 1st day of new office in front of the whole office. imagine the motivation of team members after that. They do exactly opposite of what they say in front of you. they said all company employees jobs will be safe. and the 1st thing they did was fired all the good performing employees & replaced them with their own puppets who dont even know anything about running an online fashion company. Friday is the firing day at company. every Friday someone will be fired. so if you get a meeting setup on a friday from HR that means its ur last day and instantly all your accounts will be blocked and your laptop taken back. id cards deactivated. this is how they offboard employees.",0
empReview_88800022,"Jul 2, 2024",1.0,"No pros at all these days, except health insurance maybe","Very toxic, abusive place to be at. Making people do 3/4 different jobs because they will not hire new people, no overtime, CEO has said some outrageous things to people and the entire office that are abusive and very inappropriate. No promotions, poor salaries, the whole company has become very downhill.",0
empReview_85870583,"Mar 31, 2024",5.0,Because we have strong leadership and team collaboration & positive work environment.,"Sometimes in the peak seasons, u have to work extra hours. but they compensate u also.",1
empReview_80055513,"Sep 14, 2023",5.0,"As a customer service professional, I have dealt with multiple customer support channels and achieved amazing results , Corporate objectives. I noticed an opportunity at company and would like to continue providing customer service toThe best standards, meanwhile, help maintain highly positive reviews from your customers. In over two years in customer service, I've become a proficient user of Zendesk and CRM software for the tracking office, as well as increased skills in providing support via phone, email and chat. Providing support for over 150,000 client accounts has taught me flexibility and time management. Resolving complaints is urgent; To achieve the goals of complaints resolutions, I was able to Resolved 90% of cases at the first point of contact and maintained an above average quality score (97%).",I feel like I'm ready to take on more responsibility. I believe I've progressed as far as I can in my current role. I need a change of environment to motivate me. I want to develop a new skill that isn't required in my current job.,0
empReview_85715106,"Mar 26, 2024",4.0,"it was an excitement ride to be part of it, Flexible working hours and Hybrid model.",No compensation or additional benefit.,0
empReview_81089321,"Oct 19, 2023",4.0,"Flexible Time: The job offers a flexible work schedule, allowing you to better balance your work and personal life. Commission + Stable Salary: You have the opportunity to earn additional income through commissions, which can be a great incentive, while also benefiting from a stable base salary, providing financial security. Big Supportive Team: You'll be part of a large and supportive team, which can enhance your professional development and provide a strong network of colleagues to collaborate with and learn from.","High Pressure: The job involves working under high-pressure conditions, which can be stressful and demanding, potentially impacting work-life balance and overall well-being. Strict Quality Team: Dealing with a strict quality team means that you need to consistently meet rigorous quality standards, which can be challenging and may lead to added stress and scrutiny in your work.",0
empReview_61339233,"Mar 17, 2022",4.0,Good environment and flexibility .. good,Nothing that can be pointed out,1
empReview_59676553,"Feb 15, 2022",2.0,Health care and benefits good,Management is not good for employees,0
empReview_29416927,"Sep 24, 2019",1.0,Friendly and extremely talented people.,"Since the acquisition by parent company and the depart of our ex-CEO, the entire culture and environment has changed even though it was promised that it wouldn’t. The worse part is, no action seems to be taken as well. The new CEO had mentioned that employee growth and finding their key strengths was going to be his main priority but even he doesn’t seem to care. Its all about meeting revenue targets without appreciating or rewarding the employees working day and night to meet the targets.
company always had amazing talents who were able to give their own ideas but now, you just have to listen to parent company and your ideas means nothing. Even our CEO isn’t ready to listen to your ideas. Micromanagement is all they want.
The worse part is, the leadership team, parent company and our CEO are aware of it but nobody seems to care. They talk about happy customers is key but don’t realize if the employees working to make the customers happy are unhappy, then not right now but sooner or later, it will reflect on the growth of the company because they weren’t able to retain their best talents.",0
empReview_61839947,"Mar 27, 2022",1.0,"Decent salary
Nice head office
Snack machines","Terrible culture 
Regressive mid set",0
empReview_57487130,"Jan 5, 2022",4.0,"Incentive, job timing, vehicle freedom","Miss management, disrespect, salary problems",0
empReview_35649669,"Sep 5, 2020",1.0,"A well recognized brand in the region.

There are still a few talented souls in the mid-low levels to call team-mates.

Staff discount - whilst it still lasts! Likely to be the next benefit cut at the rate it is going.","Management are inexperienced and out of their depth. Basic retail and e-commerce concepts still have to be explained to them in every meeting after more than a year in the business. Zero leadership skills between them.

Huge number of staff leaving and most not being replaced. Those left behind expected to cover the workload despite already being overstretched. Everyone on the verge of severe burnout but no one seems to notice or care.

Company revenue continually growing and as a reward the staff got:
- No promotions.
-Job titles removed.
-No salary increments.
-No bonus.
-Insurance downgraded.
-No flight home. 

Only reward for working hard is the privilege of not being fired.",0
empReview_30189458,"Nov 4, 2019",1.0,"-some great people. extremely hardworking & talented! great spirit despite current management challenges
-sunday breakfasts
-free fruits
-casual dress code
-easy metro accesss","-workloads increased, manpower decreased. need more people but management does not agree. So you do additional work but dont get financially rewarded for it..
-you need to fight for what you truly deserve, even then no guarantee
-leadtimes for all processes/approvals have gone up massively
-all senior levels are leaving because of limited growth opportunities/lack of motivation
-gone from looking after your employees (and making customers happy at the same time) to being ONLY “customer obsessed”- leaving employees demotivated. 
-cancelled bonuses 
-seems like the management motive is to recruit a whole new company and get old ones to leave at this point..",0
empReview_57740267,"Jan 11, 2022",1.0,"- Breakfast in the office everyday
- Snacks and fruits available all day","- Poor management 
- Overworked employees
- No recognition for extra ordinary performance 
- Payscale way lower than market standards",0
empReview_29391442,"Sep 23, 2019",1.0,"work-life balance is not terrible, free coffee, decent office space, the growth potential for the company","Many in the management team understood what was going to happen and already left, and the replacements leave a lot to desire, starting from the fact that they do not like, or intend to preserve, the original company culture.
The new CEO has even ignored questions related to the culture shift in one of the most recent all hands, with everyone in disbelief. Just like bonus-related questions were dodged with an uninspiring ""we'll see in 2020"". At least during all hands he can't spend the entire meeting checking his phone as he does in every other meeting...
The result is that a company that once was an amazing environment to work in has now become too political to stand. Projects are pushed top-down and there is no more room for creativity and autonomy.  Some of the ideas that the leadership asks for might make sense, but others are very silly, and the teams are left forced to do uninspiring and uninspired work in this context.
When you remove the culture, the amazing environment, the people...then you're left wondering if it's worth it to stay here ( For many it isn't anymore ).",0
empReview_29410853,"Sep 24, 2019",2.0,"- Great work environment 
- Good people to work with
- Comfortable culture to fit into","- Pay and compensation not in line with industry and size of company, false promises for increments
- Unorganized processes and structure of doing things.
- Always hiring replacement employees from elsewhere instead of promoting in house talent demotivates employees.",0
empReview_29216244,"Sep 13, 2019",3.0,"Good support from team.
Few benefits like coffee, fruits daily.","No transparency
No clear vision
No value of the employees after change in management.
No clear work process",0
empReview_29249942,"Sep 16, 2019",1.0,Great colleagues and talented people,"Lack of vision and transparency since parent company acquisition 

The old leadership team are no longer so teams are lost and actioning demands of new management with no understanding of vision/strategy 

Don’t ask just do it approach to anything asked 

CEO not present in the business and does not appear to see the value in culture and people 

No annual ticket or benefits. Annual bonus promised for 2019 now retracted and will be reviewed for 2020 

Expected to work long hours. New management use WhatsApp as a way to do business via personal phones we no work phone provided. lack of privacy outside of the office",0
empReview_29764505,"Oct 12, 2019",1.0,It was the greatest place to work and hopefully other companies still recognise company on the CV as great experience in the region.,"Staff paid based on Nationality.
It was found out that only half the company get a bonus yet we all work hard and towards the same goal.
Lots of staff leaving
HR try's to bore/blind us with words and nobody now listens in all hand meetings because of this.
Directors told us that we are expected to work till 11pm and if we don't we are not hero's.
Senior management are 'yes sir' robots.
CEO does not acknowledge there are 150 of the best talented staff members outside his glass office, fighting for company to remain great, so a smile wouldnt hurt.
Those 150 staff members are the talent that got parent company the investment opportunity, THEY made company great, THEY got the business to a level where parent company wanted to be part of THAT, so THEY deserve some respect.",0
empReview_32494277,"Mar 26, 2020",3.0,"Office location, clean facilities, well known company in the region, some friendly people.","HR has no clue about anything and never gives a direct answer! HR is present in most meetings but doesn’t say a single word. If a question is asked to HR, the standard response is “I’ll check and get back”. Why is that always the answer? Why so clueless? Take charge! Check with who? Might as well cut out the “middle man” and let the employees straight up ask the person who HR is asking.",0
